"collection_type","collection_year","cruise_number","date_collected","final_age","length","read_age","readability","region","sex","species_code","specimen","test_age","vessel_code","weight","description","common_name"
"survey",2018,201801,"2018-08-05 07:40:40",9,510,9,2,"Bering Sea",2,21740,788,NA,162,804,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 07:40:40",7,510,7,2,"Bering Sea",2,21740,789,7,162,848,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 12:34:44",9,530,9,2,"Bering Sea",1,21740,790,NA,162,826,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 12:34:44",9,570,8,2,"Bering Sea",2,21740,791,9,162,1276,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 12:34:44",7,510,7,2,"Bering Sea",2,21740,792,NA,162,792,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 12:34:44",10,520,10,2,"Bering Sea",2,21740,793,NA,162,842,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 12:34:44",10,510,10,2,"Bering Sea",2,21740,794,NA,162,682,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 16:08:33",7,480,7,2,"Bering Sea",1,21740,795,NA,162,906,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 16:08:33",8,540,9,2,"Bering Sea",1,21740,796,8,162,802,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 16:08:33",6,540,6,2,"Bering Sea",2,21740,797,NA,162,872,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 16:08:33",6,500,6,2,"Bering Sea",2,21740,798,NA,162,786,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 16:08:33",11,550,11,2,"Bering Sea",2,21740,799,NA,162,1012,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-05 16:08:33",1,140,1,1,"Bering Sea",3,21740,800,NA,162,16,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 07:48:09",10,590,10,2,"Bering Sea",2,21740,801,10,162,1512,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 07:48:09",10,600,10,2,"Bering Sea",2,21740,802,NA,162,1412,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 07:48:09",9,620,9,2,"Bering Sea",1,21740,803,NA,162,1682,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 07:48:09",9,590,9,2,"Bering Sea",1,21740,804,NA,162,1500,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 07:48:09",9,580,9,2,"Bering Sea",1,21740,805,NA,162,1508,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 07:48:09",1,150,1,1,"Bering Sea",3,21740,806,1,162,22,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 11:22:06",7,560,7,2,"Bering Sea",2,21740,807,NA,162,1150,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 11:22:06",9,610,9,2,"Bering Sea",2,21740,808,NA,162,1508,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 11:22:06",9,600,9,2,"Bering Sea",1,21740,809,NA,162,1696,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 11:22:06",9,580,9,2,"Bering Sea",1,21740,810,NA,162,1156,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 11:22:06",11,610,11,2,"Bering Sea",1,21740,811,11,162,1260,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 14:44:46",9,590,9,2,"Bering Sea",2,21740,812,NA,162,1312,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 14:44:46",8,550,8,2,"Bering Sea",2,21740,813,NA,162,1020,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 14:44:46",9,600,9,2,"Bering Sea",2,21740,814,NA,162,1330,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 14:44:46",8,600,8,2,"Bering Sea",1,21740,815,NA,162,1236,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 14:44:46",7,520,7,2,"Bering Sea",1,21740,816,7,162,916,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-09 14:44:46",1,150,1,1,"Bering Sea",3,21740,817,NA,162,22,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 07:37:53",11,630,11,2,"Bering Sea",1,21740,818,11,162,1272,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 07:37:53",8,570,8,2,"Bering Sea",1,21740,819,NA,162,1000,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 07:37:53",9,640,9,2,"Bering Sea",2,21740,820,NA,162,1842,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 07:37:53",10,540,10,2,"Bering Sea",2,21740,821,NA,162,1080,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 07:37:53",7,540,7,2,"Bering Sea",2,21740,822,NA,162,946,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 07:37:53",1,130,1,1,"Bering Sea",3,21740,823,1,162,16,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 11:30:08",8,570,8,2,"Bering Sea",1,21740,824,NA,162,1150,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 11:30:08",9,540,9,2,"Bering Sea",1,21740,825,NA,162,1214,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 11:30:08",9,540,9,2,"Bering Sea",1,21740,826,NA,162,1052,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 11:30:08",8,610,7,2,"Bering Sea",2,21740,827,NA,162,1234,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 11:30:08",10,560,10,2,"Bering Sea",2,21740,828,10,162,1038,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 14:44:45",1,180,1,1,"Bering Sea",3,21740,829,NA,162,42,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 14:44:45",5,560,5,2,"Bering Sea",2,21740,830,NA,162,1038,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 14:44:45",9,590,9,2,"Bering Sea",2,21740,831,NA,162,1344,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 14:44:45",9,510,9,2,"Bering Sea",2,21740,832,NA,162,738,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 14:44:45",10,580,10,2,"Bering Sea",1,21740,833,10,162,1096,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 14:44:45",10,540,10,2,"Bering Sea",1,21740,834,NA,162,946,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 18:25:36",1,120,1,1,"Bering Sea",3,21740,835,NA,162,14,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 18:25:36",8,470,8,2,"Bering Sea",1,21740,836,NA,162,NA,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 18:25:36",13,710,13,2,"Bering Sea",1,21740,837,NA,162,NA,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 18:25:36",11,620,10,2,"Bering Sea",2,21740,838,11,162,NA,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 18:25:36",9,620,9,2,"Bering Sea",2,21740,839,NA,162,NA,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-10 18:25:36",9,570,9,2,"Bering Sea",2,21740,840,NA,162,NA,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 07:42:42",1,120,1,1,"Bering Sea",3,21740,841,1,162,10,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 07:42:42",7,470,7,2,"Bering Sea",1,21740,842,NA,162,614,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 07:42:42",4,420,4,1,"Bering Sea",1,21740,843,NA,162,506,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 07:42:42",6,420,6,1,"Bering Sea",2,21740,844,NA,162,446,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 07:42:42",6,500,6,1,"Bering Sea",2,21740,845,NA,162,624,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 07:42:42",5,440,5,1,"Bering Sea",2,21740,846,5,162,508,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 10:59:09",10,490,10,2,"Bering Sea",1,21740,847,NA,162,814,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 10:59:09",9,530,9,2,"Bering Sea",1,21740,848,NA,162,902,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 10:59:09",10,610,10,2,"Bering Sea",2,21740,849,NA,162,1458,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 10:59:09",6,480,6,2,"Bering Sea",2,21740,850,NA,162,700,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 10:59:09",NA,550,NA,5,"Bering Sea",2,21740,851,NA,162,1036,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 14:51:25",1,170,1,1,"Bering Sea",3,21740,852,1,162,34,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 14:51:25",9,660,9,2,"Bering Sea",2,21740,853,NA,162,1612,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 14:51:25",9,590,9,2,"Bering Sea",2,21740,854,NA,162,1220,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 14:51:25",10,600,10,2,"Bering Sea",1,21740,855,NA,162,1334,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 18:19:13",5,510,5,1,"Bering Sea",2,21740,856,NA,162,860,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 18:19:13",9,610,10,2,"Bering Sea",2,21740,857,9,162,1346,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 18:19:13",10,560,10,2,"Bering Sea",2,21740,858,NA,162,1092,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 18:19:13",6,500,6,1,"Bering Sea",1,21740,859,NA,162,912,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 18:19:13",10,510,10,2,"Bering Sea",1,21740,860,NA,162,732,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-11 18:19:13",2,150,2,2,"Bering Sea",3,21740,861,NA,162,24,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 07:33:07",8,520,8,2,"Bering Sea",1,21740,862,8,162,846,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 07:33:07",8,470,8,2,"Bering Sea",1,21740,863,NA,162,526,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 07:33:07",1,130,1,2,"Bering Sea",3,21740,864,NA,162,18,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 07:33:07",10,580,10,2,"Bering Sea",2,21740,865,NA,162,1400,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 07:33:07",9,510,9,2,"Bering Sea",2,21740,866,NA,162,802,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 07:33:07",8,500,8,2,"Bering Sea",2,21740,867,8,162,784,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 11:28:46",11,610,11,2,"Bering Sea",2,21740,868,NA,162,1270,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 11:28:46",7,510,7,2,"Bering Sea",2,21740,869,NA,162,732,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 11:28:46",11,550,11,1,"Bering Sea",1,21740,870,NA,162,898,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 11:28:46",9,540,9,2,"Bering Sea",1,21740,871,NA,162,860,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 11:28:46",16,640,16,2,"Bering Sea",1,21740,872,15,162,1540,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 11:28:46",1,140,1,2,"Bering Sea",3,21740,873,NA,162,22,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 14:50:36",7,510,7,2,"Bering Sea",1,21740,874,NA,162,880,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 14:50:36",10,530,10,2,"Bering Sea",1,21740,875,NA,162,778,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 14:50:36",8,520,8,2,"Bering Sea",2,21740,876,NA,162,842,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 14:50:36",9,480,9,2,"Bering Sea",2,21740,877,9,162,662,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-12 14:50:36",10,490,10,2,"Bering Sea",2,21740,878,NA,162,588,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 07:39:54",1,160,1,1,"Bering Sea",3,21740,885,NA,162,24,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 07:39:54",10,610,10,2,"Bering Sea",2,21740,886,NA,162,1368,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 07:39:54",9,550,9,2,"Bering Sea",2,21740,887,NA,162,980,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 07:39:54",11,550,9,2,"Bering Sea",2,21740,888,11,162,930,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 07:39:54",NA,500,NA,5,"Bering Sea",1,21740,889,NA,162,802,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 07:39:54",8,550,8,2,"Bering Sea",1,21740,890,NA,162,966,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 11:17:08",11,530,11,2,"Bering Sea",2,21740,891,NA,162,890,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 11:17:08",10,560,10,2,"Bering Sea",2,21740,892,NA,162,1120,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 11:17:08",8,510,8,2,"Bering Sea",2,21740,893,NA,162,902,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 11:17:08",8,520,8,2,"Bering Sea",2,21740,894,8,162,850,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 11:17:08",11,500,11,2,"Bering Sea",2,21740,895,NA,162,726,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 11:17:08",1,140,1,1,"Bering Sea",3,21740,896,NA,162,16,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 15:35:18",11,590,11,2,"Bering Sea",2,21740,897,NA,162,1148,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 15:35:18",7,480,7,2,"Bering Sea",2,21740,898,NA,162,538,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 15:35:18",1,130,1,1,"Bering Sea",3,21740,899,1,162,14,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 15:35:18",10,530,10,2,"Bering Sea",1,21740,900,NA,162,952,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 15:35:18",10,470,10,2,"Bering Sea",1,21740,901,NA,162,630,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 15:35:18",6,470,6,1,"Bering Sea",1,21740,902,NA,162,596,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 19:04:48",10,560,10,2,"Bering Sea",2,21740,903,NA,162,1064,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 19:04:48",6,550,7,2,"Bering Sea",2,21740,904,6,162,954,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 19:04:48",5,440,5,2,"Bering Sea",2,21740,905,NA,162,598,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 19:04:48",9,520,9,2,"Bering Sea",1,21740,906,NA,162,874,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 19:04:48",9,500,9,2,"Bering Sea",1,21740,907,NA,162,676,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-13 19:04:48",1,140,1,1,"Bering Sea",3,21740,908,NA,162,20,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 07:53:23",5,430,5,1,"Bering Sea",2,21740,909,5,162,496,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 07:53:23",6,480,6,1,"Bering Sea",2,21740,910,NA,162,698,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 07:53:23",6,520,6,2,"Bering Sea",1,21740,911,NA,162,936,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 07:53:23",9,500,9,2,"Bering Sea",1,21740,912,NA,162,716,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 07:53:23",5,460,5,2,"Bering Sea",1,21740,913,NA,162,578,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 07:53:23",1,170,1,1,"Bering Sea",3,21740,914,1,162,28,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 11:31:34",9,550,9,2,"Bering Sea",1,21740,915,NA,162,1006,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 11:31:34",8,500,8,2,"Bering Sea",1,21740,916,NA,162,790,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 11:31:34",6,500,6,1,"Bering Sea",1,21740,917,NA,162,786,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 11:31:34",10,550,10,2,"Bering Sea",2,21740,918,NA,162,1200,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 11:31:34",10,540,9,2,"Bering Sea",2,21740,919,10,162,670,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 11:31:34",1,160,1,2,"Bering Sea",3,21740,920,NA,162,28,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 15:44:01",1,150,1,2,"Bering Sea",3,21740,921,NA,162,24,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 15:44:01",7,500,7,2,"Bering Sea",2,21740,922,NA,162,698,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 15:44:01",7,490,7,1,"Bering Sea",2,21740,923,NA,162,706,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 15:44:01",6,460,7,2,"Bering Sea",1,21740,924,6,162,694,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 15:44:01",3,260,3,1,"Bering Sea",1,21740,925,NA,162,104,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-08-14 15:44:01",7,470,7,2,"Bering Sea",1,21740,926,NA,162,606,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 08:58:01",5,490,5,1,"Bering Sea",1,21740,1,NA,94,594,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 08:58:01",7,570,8,2,"Bering Sea",2,21740,2,7,94,1100,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 08:58:01",2,320,2,2,"Bering Sea",2,21740,3,NA,94,226,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 08:58:01",11,520,11,2,"Bering Sea",2,21740,4,NA,94,888,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 08:58:01",NA,590,NA,6,"Bering Sea",2,21740,5,NA,94,1136,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 12:06:21",1,150,1,1,"Bering Sea",3,21740,6,NA,94,22,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 12:06:21",NA,500,NA,5,"Bering Sea",1,21740,7,NA,94,754,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 12:06:21",8,480,8,2,"Bering Sea",1,21740,8,NA,94,842,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 12:06:21",3,350,3,2,"Bering Sea",1,21740,9,3,94,336,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 12:06:21",9,490,9,2,"Bering Sea",2,21740,10,NA,94,642,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 12:06:21",9,500,9,2,"Bering Sea",2,21740,11,NA,94,772,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 16:09:39",10,510,10,2,"Bering Sea",2,21740,12,NA,94,974,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 16:09:39",6,490,6,2,"Bering Sea",1,21740,13,NA,94,776,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
"survey",2018,201801,"2018-06-03 16:09:39",10,480,9,2,"Bering Sea",1,21740,14,10,94,754,"2018 Eastern Bering Sea Bottom Trawl Survey","WALLEYE POLLOCK"
